S_i,A_i
441242,563578
978015,15066
842273,51858
605886,718380
879607,941685
870801,829630
955378,197773
193216,464528
361182,525577
800268,733061
562628,528570
845404,145021
44718,97632
771442,228932
153728,996974
253874,555462
710506,788297
477654,393911
168012,832763
955848,649254
393966,192525
745400,267483
578609,399463
78491,656822
691866,97242
425895,283848
24668,684681
999290,872715
401351,580462
331679,106233
65598,343946
984752,454783
676200,145477
395092,203748
391011,741179
217986,302075
915244,660025
706179,61512
687205,560887
79116,9114
432140,680453
785593,443894
677411,664530
952526,695787
244636,750214
661881,863094
392346,372935
707893,198376
596540,317126
674275,970102
561017,189375
702516,328448
802945,592291
876114,783676
853409,192007
466905,823453
927487,591272
136831,443994
445076,423679
501004,972511
296895,460905
549969,239880
38486,663139
406117,476357
221981,914390
558822,329806
721281,573026
687111,7611
40360,619939
401926,645703
581358,116621
877064,128278
754002,6963
52321,650992
821067,877681
878763,757280
470833,735762
673740,23519
344160,197554
581787,689262
949298,550313
504875,145655
546435,750352
737050,87900
8391,198150
956081,153
693738,881672
64197,993028
821513,829961
852754,174086
535238,708046
651900,960124
776218,274675
962095,358128
183711,878618
100839,987189
306163,225892
595686,763032
205201,176734
384061,412919
830209,819609
726100,897821
379144,868025
614615,253649
608623,673051
496986,129640
622303,35966
289612,156020
850531,901314
810336,354643
839476,203849
183278,18456
724556,587254
141872,160759
894206,850336
268952,868034
393613,251526
410081,167808
220991,430477
55166,916177
464860,123189
294157,405698
467787,759739
973047,280127
22277,819654
873584,711146
393342,216096
1624,116336
808651,203316
760096,676459
732913,846818
800630,77933
830098,924172
477738,689697
370087,59341
621703,24972
545372,476293
848130,342574
397856,91279
604609,56453
972632,757311
23472,452863
83169,318384
352212,884580
391729,93190
220546,578520
590657,726217
734763,109516
269582,565252
72846,288014
651506,282094
585165,852544
22914,572955
606670,587079
696476,370040
778468,415033
977764,158902
992874,565429
650873,151701
903962,863207
366793,568844
590647,41240
753882,751843
708557,978130
348379,79582
257621,732758
230533,657212
817455,905609
168311,484852
500297,210229
740986,511953
978367,782777
318884,215925
472264,242237
679736,878601
341284,905083
489778,464368
996343,183327
440757,940038
250741,276016
786939,851143
103730,831672
681564,801824
331727,197888
169598,241372
642322,801879
478178,81107
114508,693660
831047,768833
949242,372688
921498,32625
921352,533079
466149,675805
688155,216072
25200,866676
654889,602521
264418,209691
897233,38525
386471,484707
525874,825008
80240,533936
704022,730811
515715,581058
951220,394325
460133,276152
636877,616790
18642,220154
534316,394047
915721,468795
397535,485414
479830,807286
799241,611135
648824,390605
397611,990366
75115,140361
395345,23861
773317,947388
79228,285442
957518,64388
443415,764487
275410,213874
66313,99393
588718,452302
234467,686915
185531,121453
782763,636038
627298,206981
672986,715949
827454,931677
336483,394622
756574,480364
114943,819919
143569,976197
98216,271762
827167,532258
291220,18148
32750,301071
861987,938176
586034,646985
832448,595264
120045,699932
676042,545782
865276,912024
439074,768211
557465,639996
792238,733952
152645,659423
405792,185797
439072,644594
780402,200037
300619,631959
812727,675871
270095,986479
225787,161520
532477,601422
20933,462804
912928,309618
913474,621740
573628,923142
449709,736809
493307,878280
700279,202308
407012,416738
407385,448503
132380,773254
177751,20030
70027,286447
947367,759226
760089,33619
897523,130289
167772,212232
457492,344934
890809,712891
961638,697622
563654,422025
269917,37715
980591,425340
255375,455489
382140,550446
698224,564730
811775,59581
874372,329502
229562,348428
164379,220150
306907,675201
984314,855261
581452,824650
454470,88191
752060,110006
885354,77060
573325,265593
827464,678821
902980,466839
138388,958967
741292,416542
721451,341115
832507,551380
334941,486610
408789,818833
393503,931166
321597,386323
992811,569268
408270,721514
522896,359439
155418,378750
55831,828709
113595,395543
588976,333852
520098,40282
191259,572849
623206,54178
328242,623533
269630,375987
985425,104343
546975,497314
630325,717889
303623,185803
847319,861191
691467,855451
616899,554427
848641,282614
39592,208389
663141,309105
406322,349003
533068,782664
691483,495861
919033,962467
700407,850847
20936,277480
501918,784613
389973,213766
656160,245361
147485,895481
701122,573447
395464,791305
299460,731000
453466,468788
969502,827851
435786,902803
358511,250218
858193,420156
687076,538363
899999,997147
9112,525755
870787,359003
997299,749959
44754,864996
436318,46695
132725,586502
746870,874520
10974,143017
227542,518927
651077,444859
613451,605964
312073,556826
507645,708370
458603,234628
975292,452336
720009,494010
742182,116032
553242,375512
416242,304263
799463,324442
780776,766140
534946,439306
938856,283852
286313,303215
795858,837662
439405,939497
962466,650330
745230,897742
585734,982309
810159,710163
512550,866691
961153,847600
634284,811458
913691,804971
383555,649915
463939,192734
363102,213718
564205,213863
642733,102382
855789,746510
410539,938180
122053,231026
227394,402985
528972,288777
361129,170598
255286,276783
719022,665391
775063,523749
425974,702305
31520,757393
275688,588822
712813,135233
728884,230881
272606,616120
403662,80054
532357,382584
686958,448653
451797,790860
628898,842052
854150,763893
50883,406147
887140,477624
363339,970023
151176,232935
685468,423227
566881,212137
27816,49592
249582,798528
926528,457399
244631,403451
998020,758683
420306,432210
881554,805528
108609,454258
940914,334609
552664,982804
504882,118313
546100,848642
531040,491775
184071,548409
628505,405540
574575,125043
469308,236174
249107,49113
791935,254702
300170,805003
997083,808694
617832,840641
563806,578719
238714,283070
626787,695699
859033,96882
780380,463777
580548,881858
911115,341606
839907,186459
970278,845424
995877,907019
124191,658514
579523,770664
585497,280384
76696,705042
357066,135604
492116,305039
459385,945832
891761,949083
410789,459551
584951,190209
574462,908592
81758,510926
189511,347957
466025,790198
724821,148849
952021,49012
955060,563519
362879,35330
374308,585430
518925,423342
608011,864498
71411,432655
19767,186622
291197,941912
882169,458692
969037,837463
819383,744016
423448,816392
535089,895248
729275,271508
2311,423229
73498,196694
393620,420313
341057,960963
559063,170613
777971,756195
108897,402626
85323,197560
601160,590357
375364,70406
695952,979993
359946,170632
31348,727481
326928,381907
737380,879883
819115,557695
155197,826054
415070,301420
92197,415776
586887,862841
289407,514419
467424,882970
531647,433043
705108,964811
955978,652791
945378,117492
394121,455965
251703,315518
458772,278493
149778,343540
806447,924240
93081,902247
34778,915313
974387,655174
302673,725371
108079,87896
140209,150192
993033,176995
892781,738007
128088,454466
502501,470842
290350,604533
36664,171600
144525,319244
903883,183709
326709,608826
727260,13717
945035,918571
889770,250283
887864,265863
528064,469536
785240,20646
232507,227701
386623,450077
893208,9120
364006,231766
126809,891413
290154,698656
54071,635146
336861,863771
854269,218668
778017,728643
276624,549670
572776,171145
402696,869222
271323,257264
415717,400239
115486,452995
553831,354683
706224,806393
975322,296979
6634,862286
891751,186223
108642,315105
213964,709797
819190,325985
271127,879538
712972,719943
505684,519013
123485,661188
959479,475534
512121,260499
532330,97476
748085,606820
215671,210827
928039,682166
131065,260114
779196,519661
862030,79597
929469,401001
895544,251529
845396,164146
130584,212092
651034,283615
985174,564249
30963,981166
736751,446193
172796,643537
160009,622879
881113,457099
422216,871170
565119,644258
275787,568741
823299,788078
779383,899816
147742,220677
912541,84754
850727,37526
468869,939462
784324,804828
512735,194122
720515,758661
478417,999922
338220,325601
342559,726782
314285,270145
592537,531448
123635,748820
949101,926333
21815,837687
736045,983039
348266,391414
912851,238900
693003,679666
99866,904685
218333,473995
48175,473323
800034,657228
53481,495073
445424,238511
990729,609044
235229,17106
525996,537697
815903,856518
112108,700208
652683,682165
826500,896699
878615,16048
749594,303446
711996,101909
934800,574698
686290,899412
483127,347822
449878,656658
713014,420694
627715,140878
502958,71696
779396,643478
275532,775674
64876,156300
610634,884884
701150,993123
829441,513518
120870,63911
194614,458504
458856,831340
223914,156075
32108,466668
25817,545577
858214,888476
639024,759372
222368,20200
29576,261316
651814,414314
12013,141402
229918,687231
874859,767114
55245,947045
325297,151234
136108,252063
269795,239737
843029,930851
817234,182087
562118,520000
396198,556116
565664,602365
786956,292259
845732,699004
866695,698357
514461,877904
493406,931964
6330,866958
788498,504569
364362,320232
181735,902086
373609,347831
848103,404774
729463,228065
90841,337739
963649,443691
554522,192763
908977,67399
3067,752264
745867,482474
813905,466287
322998,958609
451417,850939
159957,883417
308317,343654
492626,267707
867211,957433
627035,551265
992130,450506
748922,437722
979518,299946
153580,422991
174822,672765
146661,874357
194205,423176
203144,938699
969662,734677
223053,733794
904925,589771
787413,72756
724560,589089
97994,264814
526905,168761
232092,408027
692618,884934
447196,402626
343544,592589
284599,990874
286996,4467
661633,373198
665191,432738
746200,827956
782665,968495
835720,673921
192401,127918
260928,213343
426214,859780
224792,561928
652627,734519
919705,954835
344391,662195
917116,696576
355711,730089
921730,340593
675835,269839
339667,357718
600769,472789
969019,506522
712999,54900
273285,574014
233504,917045
373512,650653
2383,247925
591113,30307
36615,477606
506216,646621
251597,9744
190923,74173
731391,235689
488692,155008
62855,588724
271901,816459
90729,175282
75655,999807
658397,657542
269833,473393
562455,759355
66019,538143
264107,186615
907094,127783
49876,158404
253743,96662
555211,518319
284060,119461
591499,576666
503410,164243
354886,394644
505331,653578
580463,553944
948202,620308
894984,728498
547904,29443
861666,653484
356740,192317
597111,448953
153450,499568
535176,408524
576433,624104
962890,956262
305466,250182
303029,353330
596021,763270
771464,422665
94542,14654
583007,796456
433194,115911
668469,84100
628712,516378
395146,492598
904499,764446
741757,664671
126771,30210
464221,359480
239032,331276
361716,21689
916044,522553
148352,975449
979184,914803
373860,800783
281542,927721
429012,508867
420706,478262
626716,607703
408739,367809
840880,204816
455955,34189
701620,599411
76807,125255
919299,92657
770699,355351
822385,685414
92647,512083
829393,842
856794,704052
678246,21352
704566,665958
592845,198752
128204,198822
166331,98889
74235,778186
37303,45815
903386,122161
76405,365626
369092,609616
441658,627214
919682,856013
875267,652720
316751,110132
803888,137943
467003,268241
215088,817207
26258,497186
399336,790127
132435,43430
871669,946408
225192,198287
412299,831695
755474,212242
180440,493485
13447,586220
462991,813776
655511,829453
956677,364545
867134,671873
396171,159616
734114,40087
23471,143781
354811,886137
878403,294389
135214,239859
421403,259504
694954,289995
42077,819321
793498,849622
13248,765418
719898,57110
71520,846322
270530,327248
750653,976506
851497,532672
980818,163523
461599,424130
267910,751123
310962,408482
59411,714857
643646,208627
631120,802235
128375,427000
920298,590806
825650,400182
90007,416612
683708,639946
48547,627392
472764,408143
142939,765085
718141,42237
333113,382178
907503,264071
959511,890282
432521,912591
413525,96052
638535,351736
222312,779589
27088,979375
387587,315855
916828,53355
31213,119434
842261,59573
63660,410857
49789,240415
692224,847142
817345,106503
743530,174326
847305,610039
270705,889128
566619,301631
870255,552902
384823,207560
161704,370838
391226,542982
512564,236660
146949,85212
972965,695665
893877,827603
346490,606763
697304,310052
32950,496515
689798,301868
921681,946100
88498,855407
779314,161853
351323,496948
412500,534694
442401,733901
130130,773670
874791,347891
619715,931718
7765,347312
833540,17138
293781,531979
967833,949105
662772,217088
964579,421116
948324,593239
239143,6509
71703,268748
938848,578695
646541,460428
761700,364507
636086,248127
94634,614077
792723,873043
637513,435609
61588,259782
929709,640480
764972,595342
219091,62942
218627,980388
602115,289933
529149,17327
298057,364496
706106,288984
329251,225118
327342,451318
882772,290595
497237,739451
602752,641019
590884,599516
541739,403313
372601,404644
439729,918777
417903,492589
178447,443589
788123,267355
685016,782069
930348,175851
95693,935427
292211,658645
71165,544950
889413,559536
702319,218778
690484,994219
852448,200934
205094,828039
109098,820426
611146,813574
78583,93740
966907,478787
998630,558208
786571,618815
327949,268667
659553,152983
757873,348314
232889,939325
623479,778347
612693,828057
24437,245805
514037,807080
432188,110247
711445,782600
352926,689913
239437,87135
406494,757304
268210,975743
550449,732535
797799,552263
693093,463836
622127,19006
38370,788196
659065,204627
555883,790530
366006,860825
338108,620371
564264,575227
383356,456612
468260,602133
376369,659743
112533,345928
148221,532129
828148,79744
76672,440801
148463,624488
500482,171597
507127,467499
215013,124063
491323,332335
760291,591943
420269,310675
240733,773939
206161,667819
533960,837356
142435,378276
464495,790784
561952,65005
752599,696298
663686,472382
265211,430004
977428,151323
157805,83026
325284,999801
712380,153433
325552,451405
532512,275056
574957,804805
78342,179245
967287,937891
881083,969481
468195,527865
539845,675804
122523,334349
765466,309159
507039,728152
823929,765613
360402,742736
929197,586207
678476,402928
241730,98024
648070,862228
640920,23034
825461,883232
391954,665890
159039,666233
529971,534030
654432,285681
518166,273747
962024,835700
74387,416593
126339,267846
391757,181790
571165,335494
31931,408606
617106,820002
284066,234882
102964,70154
462948,974052
415663,837660
275549,311053
413048,822101
825298,207345
721906,136663
690598,847755
560589,692339
781586,580243
898749,239608
527521,77890
409432,706920
788694,194052
219870,178787
352453,148568
264844,494720
711995,532729
651280,468228
490262,83418
981323,568622
396326,741225
507880,727541
389336,131620
747518,129488
761440,446738
368809,961189
248540,169568
291083,743326
226577,173811
695469,698297
988229,834263
954521,905304
798049,950589
342441,786120
467547,188110
592643,666226
6760,663665
518790,104069
249365,708780
886198,642102
521595,965416
476140,267027
453749,797256
128147,355018
902568,302816
290792,706233
60565,197287
673056,761258
926848,793311
32941,442596
673124,678854
83359,586646
776039,413101
84656,346085
450602,361855
390538,776780
521591,357016
917138,174632
943707,985936
386742,990992
280778,376283
107365,199844
875534,262612
931116,475728
998057,687953
225189,743250
811926,414860
911695,581577
418869,571841
594252,284729
571859,650545
407941,460249
387989,287650
65856,818103
847140,19295
593940,717568
468705,158703
839878,970606
887859,328737
693788,306045
64988,56573
624562,91064
746908,658726
898423,859088
488017,872862
241322,674099
895602,68674
644122,894475
560579,297602
545121,294990
494752,135093
824966,877008
644689,305125
444589,418824
215666,657553
982437,768422
338688,743565
565858,534982
844067,281229
66039,944979
893571,129024
487761,635558
26942,654000
637344,751553
305829,317098
757653,758657
535607,105448
453013,475339
893397,738425
810488,899549
644149,833937
811457,263466
897466,834565
475717,585276
998019,643759
972486,492609
267373,24203
687383,199761
202488,391011
63069,493363
277455,302090
533601,723896
187160,221127
537891,574215
891407,897532
296153,772013
982307,804256
658374,458782
342128,38749
573443,424025
392249,494321
94618,882031
986198,849188
999963,265271
654001,745971
946477,52307
916545,597988
113938,129751
300082,652819
816080,334880
893192,932603
146987,80180
5497,749093
350749,545349
563610,127765
6493,160322
906298,572663
393945,406236
57297,385194
921139,542404
45361,551793
78082,456762
299037,392332
342846,464261
229806,889398
266406,2455
128586,175205
34630,435386
594852,753125
194308,147975
169391,303380
375299,681212
722386,727697
305420,451641
918105,918195
279456,210491
777902,3489
540541,471171
785788,147758
567001,941064
332355,589496
961171,33846
461515,496097
796637,380172
960931,875321
799257,624993
694003,618583
395237,104097
942080,965264
318829,195582
347035,100385
369447,396979
945297,419525
320421,951214
790010,493755
520690,99400
78847,240015
135315,565382
107444,680713
705350,138229
84543,41539
649255,865308
172664,312160
429114,681029
886879,483186
515005,857841
879565,713083
976935,5168
721144,189149
948097,498701
785872,23653
508701,58916
345896,677490
101358,767864
57505,776368
466423,604863
93434,268646
455141,827147
78993,777647
447752,110911
36306,412396
887388,752928
27747,274699
873574,697604
402588,812282
856758,129823
134854,114083
919532,887455
96432,786028
862225,967718
417596,608063
363974,742030
687770,340346
96007,430627
49561,921804
225190,136383
533666,190439
820754,965241
156340,726985
170599,626148
477317,922675
439368,674011
763963,737027
329986,687077
787250,56736
54657,234305
958569,160342
653698,296245
855071,173323
183758,17802
74333,446766
869742,849053
12867,354563
106316,985740
146265,5789
738340,450824
548598,196343
614291,631493
888228,876672
551613,386328
907795,676871
539397,736645
39279,380082
656457,141567
192313,247173
121375,53132
172331,837042
285683,946080
312358,711213
102137,525823
205707,428732
300521,963180
385125,704482
463400,949891
955369,395573
175002,97562
973808,820775
384507,993863
732028,479314
571741,148278
523066,562422
742790,290479
691805,702087
411809,591050
728586,834440
142262,385039
999620,153330
872130,84747
907099,391480
528110,209351
560194,362825
282487,865834
166244,998131
257566,128930
404886,496542
213937,808902
409080,617510
358063,134183
941515,480408
351680,110955
707790,506581
957391,840863
342794,462474
804915,594019
776069,620318
118924,804182
461755,579097
54743,64219
136196,811853
247494,266708
787948,655632
401111,448617
603768,844670
454917,297742
45163,948460
42451,460166
643942,288442
147762,407866
149780,462448
164988,176540
514927,16239
405227,796766
580386,304714
67064,331175
6273,102277
146588,37271
508299,161536
902818,702988
686198,622383
72145,841568
2986,830874
380772,489445
870282,799025
229758,499653
385966,620892
589027,364064
996145,890561
164361,868152
683743,872312
358346,502476
17464,980288
753867,20554
835747,12265
314529,354466
909620,437291
144684,665099
373591,934319
553065,920141
101591,1023
713699,544281
33329,867559
512144,794575
210903,531953
106157,550598
536102,367750
997562,184883
894404,257650
350459,856136
721907,814166
514498,893337
443123,453714
255932,229587
768857,774954
811295,233334
872009,685959
297389,882526
46871,17351
775652,110031
120699,859737
209600,357549
359339,780779
274292,318623
78941,809215
384235,791009
928067,733325
544467,666888
605064,949550
989362,931897
290793,427176
719902,275118
466381,118203
565524,384671
470422,846344
742096,623281
327951,911054
504458,756463
211941,798671
389039,910589
787887,851172
932873,30829
506753,820850
812300,378249
799030,299037
291904,646599
957915,62995
654449,864100
752022,578154
849138,674332
398930,40184
788436,965369
510419,109082
788316,668265
235239,642747
10704,207696
495747,576036
448415,924594
686038,421347
543105,320312
110919,123709
765985,978498
291913,80249
749508,658543
393035,821641
919029,107755
394015,984934
903248,774226
540092,468287
11889,574233
460530,54656
627359,146824
345841,474939
576979,498776
123323,851378
924511,679781
89664,175550
674850,193099
888741,6860
321167,204412
325617,838685
901405,726684
60506,262369
196249,913171
46424,680705
939671,216595
345833,909755
743126,381261
169665,744748
999079,671287
78950,824851
144887,365035
132715,847177
652411,276986
986272,112088
770973,135622
16429,10911
157982,309940
511421,124464
560605,754594
30539,866450
62886,736856
291600,174167
431501,465940
551445,279142
182928,328558
881361,62645
196450,699010
683943,689495
350056,301513
160495,122279
304600,856625
650908,948867
906145,576525
587968,630314
889006,870883
313453,871020
511631,394040
735617,269239
778508,992412
11214,782275
380023,46438
609659,370208
467460,319835
799338,84444
403878,200879
101396,546476
219787,897134
722732,615207
151366,731795
475954,690755
750750,626778
826976,967476
280625,741856
783466,685994
769882,801106
778559,350879
152373,419998
413388,809060
494119,773665
529273,305638
267445,678451
850149,249144
136107,35984
864628,918230
98083,403969
120657,95850
863387,525157
967649,113636
971296,836642
301567,486570
295808,18412
582396,141591
470353,140102
832326,949856
575013,508498
542358,406074
23555,946060
529856,822039
225434,690589
19355,580647
241226,22192
365363,187375
674373,157136
828867,404980
927725,235419
976217,391539
232277,733883
163652,391476
642658,146090
548408,193410
563912,697934
493719,520076
915769,246832
445376,319959
716892,503263
119718,298597
233719,98326
746745,71606
192057,874272
880177,919454
669443,728969
63276,785988
650549,224780
949887,180016
97016,331626
476921,22063
34375,716003
635651,402208
286851,540318
762636,384145
517431,51636
191653,297354
313978,836338
758620,63864
839064,942093
184588,299587
535991,941846
372955,472693
264649,445865
436647,739001
761326,439247
177767,153824
405107,150393
141912,273481
98815,736940
286736,953845
525093,856766
9900,707153
228705,270219
553023,861331
655914,605953
697657,126307
482999,952574
821382,126218
63635,513902
485894,151462
170130,928140
24315,178128
210645,913494
774884,684443
201717,779941
671095,64218
907769,914658
412768,197686
78980,346039
395057,794783
864395,513961
555216,615774
437785,748502
439161,348400
889192,791002
678034,965292
20750,351490
880577,550718
343307,641035
979965,42554
834446,368159
753256,285156
429337,294291
877531,500534
420460,467447
635734,377700
661355,698014
91402,467438
226672,155043
957606,12312
227343,214583
516783,262865
939024,609978
268337,53766
986742,758001
598789,606548
557523,864540
704524,535840
859868,867914
502329,752291
443318,574769
571887,431975
977386,779081
652896,161797
868438,704983
451722,789517
49777,732693
984284,399240
635411,818262
712612,974313
199935,514438
919157,777417
462496,621036
866346,562336
223797,205335
128486,906316
179091,432995
977443,863231
704443,480685
20078,470639
315950,684303
659841,766326
554057,647927
317972,345949
747206,564523
74596,578944
299819,844188
874507,571913
533337,182590
520441,952056
306336,677897
958949,764821
390706,211062
673132,269400
474254,389888
189008,230066
585065,855777
939396,106754
65656,948475
494760,697966
616729,736391
653512,398126
385290,766598
802384,587339
540501,806211
666619,201036
371577,291423
938088,413870
742768,82124
360122,401445
445862,453540
496337,64528
453872,455247
840044,209524
607953,112058
726882,687060
187409,42762
921698,482881
923290,807442
468851,612821
562750,921855
204999,829592
797665,406596
367345,943717
307914,70773
196643,157064
715062,842953
240233,634968
83530,118018
858826,27797
571281,786550
665506,738992
336874,482011
757740,886608
784054,702023
454127,113108
413446,355310
354695,132599
178339,434330
879587,55263
690438,278675
215607,663299
785111,550878
375851,256798
408547,933071
380323,400201
610922,145094
622652,643477
930572,497401
512242,836882
142545,638659
754520,780088
452678,896615
263552,267893
350395,215971
621648,434868
250794,989128
938058,823849
902430,107492
797397,761778
714113,384565
724009,416470
248616,582369
889535,863545
193913,508556
833610,217612
205722,839713
908720,417964
745525,928493
606474,583090
890490,771476
892057,670458
302729,993964
179244,689756
806378,219017
943492,260383
713524,355874
697624,862638
809061,915406
711063,967363
901437,18026
532013,504193
760485,314466
705417,423600
232187,499945
654528,515077
220691,456640
149069,214844
556791,53715
778034,604078
287434,238711
761805,203795
769816,402757
754829,762916
710367,125525
123000,911605
750805,34658
537709,88012
437041,374113
457570,97815
645909,818869
990760,290445
400608,560953
295849,857729
373641,592367
289576,498159
41617,630084
150013,580720
260006,221456
628018,620256
517606,178110
764842,33489
582453,558451
800785,558731
138798,939390
632467,555152
963768,152325
53571,797729
179942,856821
95787,915896
38954,329444
468411,508160
172054,985399
835840,361744
393947,906897
505585,657600
964515,353148
381600,112262
4848,898091
457681,228762
413332,499021
782088,358176
677715,803824
108829,563702
113513,276684
968307,108838
825726,780794
788480,552138
746447,564576
867563,686061
966055,793811
785195,971447
993308,886469
549457,552882
593238,27846
519776,502355
209328,218918
771106,323673
150974,28703
367284,719583
465221,641179
148684,411322
52832,527149
889136,755690
857426,807303
368037,436685
442762,383930
795619,10271
874929,653635
317547,910738
924721,527997
821711,650378
125109,115114
663175,691249
88957,788910
549001,373572
900570,263331
582651,991696
133836,757738
275043,196934
448036,424519
72906,930794
