S_i,A_i
163034,207762
935565,590515
31593,51751
421365,136537
312658,353141
830979,355254
751236,821541
901816,775232
314186,446782
280024,909465
837595,770148
718964,815774
99982,144367
35369,125125
398830,807197
528394,43384
807110,245900
71313,703182
998004,101142
955632,207261
475811,865532
981436,295383
223122,624339
64210,291454
757909,930061
955144,143410
514099,461473
780767,782217
824724,213608
905001,795184
607516,913577
352590,389457
520313,557232
413816,577345
749308,975601
542977,575436
660953,236154
857672,230930
128771,9928
297216,866988
27295,847945
324588,787160
587657,409699
146831,494214
246341,763605
426172,999288
726168,504769
469274,605936
7445,499856
835366,535962
620587,524184
865902,898764
471100,625076
11660,587338
768054,832391
836850,314858
112424,712527
713727,625120
94176,263889
201479,638641
347786,504764
164152,287345
587331,83320
484100,832362
403405,266844
677494,790998
811081,497787
758153,849839
628031,884552
826786,990364
129487,26382
768113,414179
808430,755965
361805,192015
776040,426131
38737,527979
534203,307724
639932,997904
460515,615941
893300,766845
627025,853032
123539,922054
796382,793312
612043,668698
469858,505843
32301,264575
314465,860015
619694,9598
383654,715615
194082,406484
281991,664630
175484,888127
673432,40222
796202,704938
640811,616891
31545,798869
349406,796858
100402,72498
227011,754112
888974,823793
583835,877698
837709,262242
747578,578029
889010,684990
153309,264221
380362,884056
279023,564416
295449,203550
546999,488497
67957,603318
849508,272099
472523,187382
189190,241020
715743,25216
346646,8651
197661,32540
498499,897859
60690,281683
768796,789049
843384,19145
24412,718266
221583,555398
55233,959769
289052,277918
878475,567505
388935,518458
216637,588884
301489,103269
475918,351810
424906,656473
42656,731904
930856,569822
987756,651756
192444,2671
555761,614428
155976,815487
619554,18889
976770,466585
356058,406279
599851,347857
316753,18536
787238,982319
147896,227575
132450,538689
465287,714540
86237,377839
287960,830656
178575,515249
66003,134582
77924,173475
778173,259676
697118,735131
588519,557231
800926,89873
4158,147806
822103,705723
516936,279216
176467,28342
666214,939843
680426,405484
523080,302494
972713,129059
338714,889607
269885,662689
210883,14379
407791,412599
172389,442112
127357,350382
250237,794198
962275,17615
746866,354839
279926,775429
258221,787858
904622,779801
722027,186293
604341,170363
989917,326832
527857,774117
127862,141815
783961,667349
437879,29235
785658,630646
650774,168379
795005,468134
996751,184633
609881,574395
894879,941008
256438,735249
254852,958928
142506,58431
898684,129431
121264,787193
405308,933781
517443,631130
760147,864826
285855,890495
947647,263415
570688,350352
795968,413084
413008,259058
301024,73117
348203,947070
927734,216232
84200,785960
410562,384902
316213,352274
369928,279940
521299,412121
418664,818288
76227,316898
817062,134144
425518,749928
727854,316472
542868,226484
981962,68359
834783,252728
125313,164267
512529,980650
976881,667505
676140,970478
194932,339181
71209,953279
906900,45283
277395,391512
600386,750867
230276,645774
161824,759924
748582,760688
64855,748618
293452,399510
606837,312025
951076,468954
747521,231424
917924,712692
293298,873937
253367,879056
698254,386460
287796,531633
5503,666678
973758,71689
3269,161320
886752,636609
937476,552117
902890,138247
710694,457103
307384,816277
893421,769677
783110,929555
47604,427368
858110,141901
752547,887021
226668,82206
321049,652434
739591,872809
674977,82604
390855,591757
226906,933265
499201,777591
67990,834479
294535,38418
561969,36462
146060,830830
210337,947982
726894,255322
14459,332474
17900,250317
231134,346181
167928,956946
96824,365942
932587,720593
760925,167919
373355,599934
756097,571460
189146,814277
52811,258857
80295,244316
589903,389677
895735,528843
519478,914112
586219,27368
849818,542220
821226,39436
638973,591132
607602,156467
968504,497898
119144,864204
671194,206397
352346,131984
113047,506133
26595,511239
825655,921831
258904,379926
137585,898403
939578,405328
193561,7087
383820,717888
165127,398850
169551,103764
735792,300785
781299,490422
586287,222732
698418,521173
252114,293906
121400,542999
640162,189840
790181,291925
841493,68357
423306,646629
642443,187415
253827,530151
601688,683189
854578,946714
211204,567832
72649,591500
538141,494996
915225,508449
889834,987159
324170,54975
279592,210205
617361,738221
862779,526162
952413,193459
681030,56893
896762,447852
73335,534961
728608,115765
962202,797481
229346,813249
723211,21004
229499,746490
236573,5741
186438,631120
378344,676530
844783,974233
755486,111942
931,333469
714115,522676
428171,717941
562201,738115
702776,24847
759327,653431
913501,636717
153230,701440
269010,804092
93314,231275
137978,477615
82761,731063
802500,766773
175733,214403
8775,247536
27601,110090
71855,922477
984868,350355
811468,487786
796912,644664
338491,8280
315563,302680
728389,299921
351418,747939
450237,762031
201371,311193
495631,63258
807892,836673
915823,135846
843418,5317
797451,776953
619397,314420
529347,393988
981354,515793
172261,12387
145592,179414
116762,429118
756358,975193
76945,360391
320858,938677
515290,508398
938376,458522
247040,607040
952236,705898
949157,723309
744774,335172
205081,682199
109078,731181
58173,988604
713989,122277
278175,695065
894229,273768
704373,230207
87102,581386
35934,882228
431499,647597
134492,270350
209617,937642
655078,204018
495371,629839
819503,465423
462707,3037
513842,931051
662812,93597
279038,305166
782981,604356
502524,685370
580023,333930
392226,712183
339482,172128
877496,304460
939540,313346
145508,117445
701646,574391
412175,418580
698786,476192
713182,614610
364380,406182
23586,832982
476671,895756
75622,64416
682931,233736
318408,830943
121811,792725
979336,14817
994345,586434
591540,3119
142322,20721
749765,389821
928967,23066
978739,705811
868068,377319
286625,796297
920459,910177
282289,633251
505318,156733
718211,955652
165784,755616
572219,624759
340073,165036
146467,712005
239219,440965
226351,741015
341522,52968
69724,672063
112005,234244
270145,51088
819310,672701
199384,281876
883904,122741
813169,563247
734705,610561
43236,346789
631468,615973
996331,103497
413422,679579
159099,677622
122620,730212
121035,304188
199176,942371
175813,771181
823984,933488
361865,707778
270098,444043
689122,785897
969753,735083
768752,444621
302818,919184
922303,192295
161462,806797
281528,101488
552954,825118
587699,877831
500571,85578
174488,185664
912548,437272
484226,332035
893050,14136
971881,840783
143123,364910
592848,282996
13516,863048
612518,71652
932489,354355
214166,168061
793193,704632
776390,369921
83263,25653
659367,845871
139570,740552
237500,445917
327214,705692
71639,204659
628810,552417
297640,936572
336711,197487
935442,510623
427507,939292
159153,846214
761224,523455
852615,112322
421574,598757
378005,246895
402108,670030
554993,185638
770688,44569
843269,244912
871617,549077
756166,74392
327739,453705
71805,667608
235684,133484
533824,376229
977335,307686
495041,17620
660980,572179
580821,79075
319933,67797
226728,708259
169210,631069
761302,557452
187117,844933
257771,53869
486693,106709
120247,842721
828554,802821
23890,917560
932159,619384
477370,705338
584508,549820
964523,352105
597598,222932
894525,164378
570397,117190
767096,112958
833227,827521
591734,962516
218717,245511
137497,518766
349118,490978
188503,680247
323250,52266
420275,992214
552908,330525
898280,429734
762625,44440
380706,688720
283174,203127
505957,547127
19583,676564
96884,177764
26528,751054
785301,33193
110036,110056
891930,635136
803421,942239
632594,23104
143138,826493
322164,976709
117684,16562
418101,291048
299597,57053
801039,885716
372684,716880
951399,966537
428218,650142
520533,746269
271437,776438
24428,169071
683377,986720
637999,461016
253254,93068
265130,433373
456771,814610
64521,771556
679470,705677
117665,9172
793430,846870
322277,924464
201508,180900
183,727355
782025,169747
992571,989910
960438,875770
661751,538413
914105,275724
706481,943587
288982,105830
69123,834594
278125,796292
108175,938982
339889,667767
215230,311052
484617,516612
663760,957739
453709,602635
240037,266277
913603,692435
943809,473841
362748,904716
779095,279424
618838,55379
316282,150866
686242,779751
126483,637440
959711,401582
762296,634213
546910,702403
798827,589284
684588,650558
895269,867011
52985,158136
862133,263000
61627,170089
618402,820133
971072,273985
930974,81265
684088,408436
491425,285325
147101,995480
155355,24630
812551,573810
767998,74565
931469,859781
714362,82974
452835,298598
802456,144463
186041,198808
398314,663559
679853,531673
536899,310537
944221,692778
385811,733285
987692,891530
235856,394964
855604,916674
601710,149230
82214,317937
162775,32896
115454,723756
425779,120668
214906,21545
830218,626027
441182,961968
489920,67993
451192,603391
106907,575645
450919,585581
430721,121627
279541,456966
449250,390354
212784,321499
91248,507635
53314,330166
66581,401105
628782,726848
840355,195113
719393,629937
486126,18957
874381,462128
733415,566721
393858,713052
645491,103471
72953,853650
103400,711087
303290,959802
104628,722375
75516,863035
383410,617998
313564,85302
714737,316226
407141,30024
243164,695515
710492,244768
686572,173227
323962,759309
356932,168519
361067,642145
888484,441280
818967,34322
867119,24892
978093,720659
785376,852832
923920,25799
785252,450913
853685,357714
905449,569107
501378,12758
881944,495597
408422,47049
891502,140268
374671,395482
114459,774328
956794,456576
915616,658770
254018,689341
622541,149767
82411,863682
371456,843315
429936,612584
561723,785194
854056,38803
300624,603471
738615,38391
90322,669561
730279,587420
272940,471294
861552,443951
464167,148402
773195,302005
840999,341445
681518,527016
858617,785093
239158,521341
755669,728862
819067,311772
289597,702299
855918,249004
310955,951673
274989,241833
485696,529316
752335,568453
123321,982200
561974,263108
218837,817707
646527,951988
250600,368906
5723,966978
986887,216560
635478,889515
731184,71387
73466,974093
929854,474887
46557,883776
641921,458858
310691,336453
606883,240848
899481,801839
878541,632545
63281,457183
191256,293900
949808,660418
892884,968510
891279,381897
714613,602055
432749,634632
86694,510672
802650,442227
772281,492327
753233,218289
363730,140105
963094,149958
30079,282702
833195,686734
871447,860667
924632,685548
917430,301498
303356,337940
346896,550881
621540,46747
627506,87236
453216,355571
342085,568100
720496,187210
430888,95880
163486,229660
694814,213686
740849,169865
502382,342484
378735,466097
868870,66240
330093,790496
359584,49838
652328,119063
8251,793826
68967,290733
730349,11486
475607,139591
72706,515368
445872,578280
988370,900218
942943,138009
662425,650688
148775,495242
774204,170811
400721,397878
111390,864191
400877,513477
548186,166373
112340,790610
917744,289183
259987,218150
308791,768833
1999,625518
274921,358377
14300,637347
153161,601986
701088,7038
4385,713151
7180,101464
76117,782365
265565,275411
392162,76252
873614,587813
12625,536460
749473,351779
745562,934104
555636,126449
467495,406664
599189,433633
347877,16232
558345,823282
152721,763237
91381,320602
930782,416590
398248,185118
937123,237725
901682,42916
979578,776613
585499,891582
521976,873103
340345,935658
968804,236499
482511,237904
26958,285129
682388,646831
460623,883880
865695,941215
220775,963200
438894,247840
656853,867375
57296,880066
42823,424960
886722,150033
874095,297322
561420,783695
25686,963322
355912,347575
784208,712715
154756,765333
724935,666140
148041,5631
760748,94082
894782,477476
99204,195477
349261,335685
78999,129934
356022,976141
601198,577968
54203,444255
33646,760874
542944,133597
943483,770957
267918,76719
893262,591621
862048,433362
724361,44171
834239,286991
61814,519541
172825,784588
42103,108713
114011,384888
106320,924675
606422,485279
329509,395152
117852,956056
278580,799616
92249,903899
818908,932226
930281,812538
808518,172535
762555,748009
773346,485088
693152,523920
297182,147148
631402,50213
236255,48123
456964,296811
533038,264941
354152,66083
162541,512787
730146,627465
405486,82669
871866,771322
221476,326166
651580,786311
921233,783495
296185,990600
841840,9831
762294,165082
829541,843412
759764,167407
11799,297888
250011,647111
603569,300170
423864,214107
382511,105398
797485,581486
754550,524839
778643,529317
919154,456493
529751,53886
920108,572064
776546,846219
937262,370519
493659,130953
476077,525791
143468,658202
438513,644446
662918,984117
294880,782596
413172,125716
986497,926446
990569,25280
143553,584932
905779,125867
848665,119357
758746,135447
128651,158819
515486,437001
579387,763008
337375,455136
410216,628433
298932,344052
694366,214602
796006,47181
930677,471379
581895,123104
999359,236000
32442,522844
524028,255727
217734,453097
541032,658502
345824,767023
837647,846291
334538,412661
859032,736064
798316,665652
126923,105293
712389,499531
618728,548177
215799,480795
900587,322588
871247,883521
460457,30980
977136,844231
546802,664085
299002,345953
642431,889108
184759,388432
681786,531020
176280,3459
900490,649056
937465,461407
262019,547052
107676,574552
741325,367610
170639,140601
638549,727793
447435,271970
99779,253480
457177,528672
605181,166080
861465,653421
399785,771109
431383,281523
758265,573577
428711,404746
99578,688058
780276,997631
197472,726261
941839,630797
604587,384284
331035,106063
49330,488889
513510,889216
170906,985425
217231,140278
932225,451728
273039,33394
271138,584074
581299,355688
911137,740853
832126,114925
15424,529980
419780,206131
962793,84649
720470,642543
621708,170677
608751,620979
944034,289967
971354,406113
557420,738318
618671,219404
613851,375171
801933,707376
439785,148372
757403,179415
263893,415449
670606,194083
634135,848970
500253,508604
715289,42127
786056,695894
456228,477376
471841,294583
723378,672524
422781,877431
890144,242821
535997,165136
713021,651898
519225,409166
773591,312786
741690,431514
114774,259463
796720,737708
728071,610655
226590,119529
503742,915786
872551,723779
398979,264583
630815,38345
319670,993392
446328,275156
126728,713706
38014,220402
953486,709657
130466,849013
826114,944048
707349,345316
193996,664796
139390,552394
656836,632358
601503,619062
47624,66840
689528,829749
228648,820019
521205,943414
903253,237153
625790,219342
46720,122181
231071,219073
978577,221521
735424,837876
833698,33197
264825,327921
205465,240942
881077,39263
920141,8507
263707,2588
189524,205546
458803,883801
438066,73944
463501,164523
850274,741149
228601,723324
435099,412819
249725,839495
853592,28694
998832,882568
796738,38712
5137,256900
195467,178875
79571,702711
833742,28943
992016,910863
126469,992102
627366,701559
133990,865610
237007,215480
177847,647038
20554,813724
623491,925425
913770,937824
348516,807561
236268,941878
151307,922430
97479,134421
208816,793908
361594,821540
196676,475279
851772,634543
710928,682111
275722,488740
997316,206427
872940,347934
511038,370963
785677,949068
824356,365079
794851,269103
598325,225283
414579,664528
566284,721902
339556,465552
885832,330732
325330,473068
467901,142208
108599,640762
658686,490595
339740,87366
95746,463561
173458,739564
657744,564258
971032,98369
40751,124226
822515,76448
90072,33854
858555,415340
985189,537589
321248,371936
503730,789673
107595,22137
50787,714826
492927,42421
600464,25868
535790,149183
784160,316892
218507,626942
628342,535052
392479,237391
271935,111724
672789,339976
697070,992280
502961,500127
932135,203974
338258,219585
813764,420517
527868,962101
968307,400570
442368,947728
43425,212530
94950,890815
938398,208906
136787,974463
855452,802353
568159,770153
433856,389687
437635,576283
891746,85432
488183,5470
360439,405184
501410,230771
628914,424609
883821,452728
238069,974679
307336,385169
840794,31323
580871,963827
815985,450705
914130,279892
131533,306554
544501,66340
316019,897843
640594,890728
581296,738695
854717,650492
164399,308188
769773,354537
945016,490991
754852,858514
416424,64942
140006,855530
196517,193837
100973,478239
994373,363694
243538,941543
29279,939462
839835,18540
618433,592385
808836,344953
563362,535255
194217,713044
968786,345364
108733,915061
921014,245636
867951,363669
574269,689719
193233,727607
444674,200947
368486,615959
206431,486930
843653,512921
866187,928124
831847,784643
961561,456994
837387,259429
92915,211864
762541,654127
330477,568297
312907,446508
823144,873133
105839,590756
937631,195606
756213,437042
81178,47603
159489,343802
464796,195894
613151,853687
471331,599335
140255,921363
565341,411535
972359,152589
770142,9705
805939,63560
950674,124757
104509,309823
214762,197101
640858,947272
713685,914247
137903,456075
703262,150584
313276,610326
36227,459179
484651,764459
515002,786256
506488,701399
525842,524466
918339,936307
524906,694710
152317,488783
238120,536643
190955,697685
483944,854047
739218,698319
351221,872052
207947,111541
771279,73521
849409,946099
65198,889729
292239,33972
10240,672092
884362,805999
72128,577528
868512,324213
313899,553213
2326,321381
77420,44559
862720,833961
895170,298563
417955,654814
120145,354465
547695,150305
592017,452387
660518,47845
625637,753676
298124,572403
152686,920902
382394,652079
27110,738112
343058,644773
605916,257679
475874,337595
603230,14431
293683,544669
582028,560513
673845,760271
235945,332900
433321,512308
217740,442489
874756,446000
134760,885189
138281,203925
170006,186494
811698,365503
634452,78449
485274,334978
852708,754548
545154,316426
724622,833236
248884,876444
965535,88487
398044,614208
369813,570666
657913,271205
845897,970471
773439,607015
971145,568820
121294,449338
763871,282262
92437,334247
882876,149259
190853,7109
206204,173747
135210,5597
424408,836179
954157,567303
791235,106672
190550,243600
700440,770335
779180,882803
652915,507405
290960,448360
339666,71338
813167,461205
89982,743314
781624,67390
111420,402515
942866,69261
407659,431252
983376,801618
543032,970371
444241,287695
664429,44738
874236,1244
65463,463141
189778,77288
71687,172111
223871,213917
31025,79700
960209,877125
295276,124823
983340,399323
376873,327494
988503,974519
909168,636319
218024,864162
709365,262436
179292,694777
546388,859132
489231,337939
938450,550250
506865,890466
349781,163992
248135,878179
378020,98756
715387,957996
151063,391453
301453,937897
828825,688377
283472,858455
213623,388456
21133,989691
297066,171226
202617,446842
372551,362564
596276,590573
827847,11654
156467,317644
297636,195222
503456,429629
418740,257721
736720,626850
522536,107805
886612,989247
86429,166628
440794,769070
373478,201549
957972,276567
35661,499987
876540,488586
943544,954215
689698,235081
446401,876039
722436,133056
927450,353748
476124,711649
99812,103767
139751,512413
957556,553212
372417,833528
795806,749684
106935,412199
503093,640519
506457,472446
111598,400740
438421,18792
253232,347390
135546,534906
689123,767744
552116,322305
779273,800474
595176,582916
884294,74875
216284,954469
413665,394480
278492,230849
294929,394712
199643,581711
269305,423368
614097,141146
645761,829944
40435,105172
121870,70860
174727,852942
55811,932986
26679,665278
350497,76278
768027,2426
963251,639692
852470,292790
133930,7875
543109,803607
243746,308432
321589,359195
598710,76420
691980,423363
502766,852115
954270,17316
509533,47199
579364,765968
595345,701980
489134,920575
939874,813321
585019,667994
821614,873278
671620,682098
654281,29694
213301,562020
439216,789077
880190,621395
655817,577885
209281,358125
544423,308238
275888,257463
665537,137005
59746,336330
60458,394828
28211,160164
831531,474241
846035,603978
129044,387440
987485,857437
665859,832566
413003,660543
475754,41952
687730,808129
987734,206448
587401,784237
151795,201790
954148,393693
346791,859131
594093,349045
466180,123474
604189,938001
242102,868953
467729,951586
391573,774179
504944,56953
429240,53709
960358,83615
792932,329411
400003,566273
104695,142160
567324,620835
701861,438062
676618,713307
167464,973280
119107,493435
377020,510483
93805,467529
26096,538775
33778,450737
889921,679553
966441,59326
343886,555245
162464,444271
947039,192127
423324,710868
969771,360301
350567,34188
146442,808558
793595,265895
617721,258550
641116,969313
50961,295404
850650,526155
259859,658354
309817,735523
797852,598155
509345,686011
904487,232053
843634,413330
241884,222363
36755,746046
112105,298092
98173,355702
83465,958737
712782,940749
827552,950098
775242,32908
991808,863426
252250,275075
503553,473057
726676,550351
385999,727679
504225,266089
70179,795671
854145,124958
73032,472590
631134,770599
624030,252975
996458,483070
224412,753796
978395,904711
816030,50550
656174,188681
303947,654322
109764,30723
876098,77199
653700,622623
69595,595237
216782,296759
532472,929972
795689,542409
492314,321418
118766,59013
254781,97781
544966,638970
127401,136183
552656,161870
497051,171715
264011,252770
220668,319168
650980,716343
249909,369724
946719,394241
925669,938279
464213,718978
262277,912622
779490,473406
566978,525962
457557,436508
325151,850056
167450,322965
315045,549407
788490,545177
231340,30397
426030,143494
499874,35005
637227,923330
551910,332242
543354,470551
485526,896876
968350,453985
760599,579019
180500,249532
947029,413082
825656,61051
712953,337029
581189,102486
186308,449347
727018,102508
3320,319433
880860,782696
539736,166190
490210,376637
406130,504681
675857,457799
288280,177419
327929,712741
914752,346422
503596,539640
274123,308861
154557,260025
593790,691876
684784,170426
842725,89025
964050,44042
997886,908685
320688,861435
867471,278717
890388,429990
761561,435920
386115,301829
551264,145922
714904,242764
608416,330927
637212,887792
623121,617299
28818,321137
712377,827798
642451,298340
250956,437517
613891,737184
241791,888988
628507,49410
864744,137334
989703,745289
544451,150135
914091,464465
61363,266165
177263,554087
712707,268656
794045,640286
121130,988707
956405,183849
818585,156846
121833,238528
761260,539016
608850,582941
639725,710865
890221,732255
294801,4563
606273,14106
342404,955791
516474,719298
752866,575768
329401,432455
48962,925754
6242,482460
692537,626593
495124,859165
602803,8442
690796,630947
172470,804168
367090,366085
535793,731669
305033,803308
985448,188457
811278,205395
190932,595281
448452,190169
740224,471052
298,959835
624080,179949
398610,79992
496147,548475
165339,828954
179434,187026
890009,643159
524350,130644
43409,492240
875774,829074
494132,623969
335849,555400
307478,847740
475499,271628
440865,922095
886378,461483
478066,233546
972865,406695
912344,196267
696492,8503
732431,428205
917393,451242
333522,17239
637662,129421
688336,224291
504163,121564
543220,79026
894852,767036
271316,901194
287698,112478
718434,711649
616755,33712
18828,345211
710257,422657
357274,143922
892652,98057
890634,772980
359522,143962
32275,62780
488173,410342
103983,132441
729732,880934
220179,278081
917940,448857
164932,324875
665611,1270
619185,612918
77894,486046
782914,942289
498347,597857
777710,114807
758635,918212
111122,573698
963796,151068
855731,537618
406726,796331
818028,967515
259060,665686
755042,912455
839301,644855
328452,763789
758172,841664
209755,136593
881919,198648
220824,182275
636120,683204
6507,25805
948323,685858
145960,790125
471589,252360
164341,62491
466088,145912
755192,390967
509877,26107
961446,298560
884087,777560
173633,23224
897639,392164
294137,981242
769857,302518
205557,290435
427887,70989
54168,102539
993051,257657
270438,252523
948452,44581
269837,880983
877001,926574
587400,615407
424577,844988
731557,348692
910556,281212
239092,846162
357685,770395
805744,710085
903391,306461
604988,231436
188079,490320
99798,731291
994438,670170
248331,957208
861347,267488
882127,564510
202677,655340
594778,273936
953572,208091
983996,236251
126883,92956
542711,621245
792680,886257
887811,792508
155861,269884
371338,750600
471001,530663
368069,958544
465693,984040
713490,126292
276814,345072
100180,779913
322356,191543
710262,75695
14102,3851
221982,849505
762839,166111
695505,560230
393149,287581
308740,233059
922108,211490
256781,293003
899102,971783
728542,512767
34488,177027
198379,45825
290519,125108
928283,317435
225221,538556
206758,299283
283167,937098
997685,783967
366326,714497
40333,154578
453843,155707
110782,231317
718724,349804
424645,472733
773158,171197
616852,675509
983278,966468
613475,144015
453358,233664
299035,518704
240905,982307
140020,812951
566124,668626
653929,233061
739208,606653
58226,621949
540969,863779
348093,517108
580639,920983
680839,167894
664463,302606
766530,39119
706700,708235
168195,373730
812841,433139
707447,155889
595670,833260
716665,223241
649238,179864
102453,154142
423273,991024
569340,290017
205460,267618
539471,182141
856213,143427
305593,408
958531,387484
166087,905747
826465,158089
325076,476613
458361,216805
270812,674884
50321,417616
49705,136367
428935,826496
68112,382893
169584,587882
128526,911504
612387,933926
92888,670914
142908,658460
539281,347897
653483,759179
87519,455704
173106,325196
636372,601356
203640,114547
124326,2106
196153,182023
392675,864525
840091,208549
217654,902130
919879,793509
629410,730009
434496,342888
830233,258406
132162,749982
129236,715416
637006,394063
92246,163238
19690,137991
795024,95755
559080,365347
6162,672407
58394,388336
656517,825732
191295,248134
98056,559312
302057,721580
854200,781482
894372,737870
342928,481270
425403,574790
541321,87296
242426,471024
704359,279843
526700,804457
404458,815530
252025,843573
922346,693431
903925,646162
587080,432998
276061,67494
960011,350350
402369,361840
994340,653950
123316,947345
777600,810324
472274,541635
812476,466881
683084,280061
464446,44527
593124,203447
806058,508889
936434,108478
879812,183292
584701,394239
153370,72715
577540,414062
864796,670826
93049,374576
751795,723381
828750,538728
798927,701593
997761,160098
197810,953045
416525,758898
410157,58527
812053,170351
962529,278493
773407,555330
464797,459909
697345,990941
597024,879277
852396,473957
132770,960226
67544,973604
445538,791821
408152,340572
45340,11693
102984,715144
451762,59721
908259,248886
678169,989522
365589,600609
328250,750060
715737,796226
939576,736538
551484,32133
39048,473677
31547,317697
245925,345647
43285,377468
291373,684423
320356,56305
708826,813841
933981,450229
603165,420978
623327,259906
326618,233294
653478,574479
24485,817038
383898,319815
285356,583749
666248,774661
147113,324921
329166,770633
809240,380922
978588,561991
349997,85460
965919,804551
243906,137705
62228,787821
560381,378024
123948,65140
667008,502733
620891,376065
707961,192564
989938,10824
637003,493542
974921,424810
945098,547402
300557,443382
1342,978967
339068,573815
322230,899173
694720,297256
477746,781796
416046,603038
145813,146852
86540,753495
249763,2896
873460,718657
333305,388950
611255,267890
508862,399710
67015,529546
840200,195686
597500,20952
189928,25485
