S_i,A_i
904044,21669
318153,867955
859084,25776
289671,730963
518775,609601
9961,290576
882653,755176
449863,889330
513054,454469
696181,739185
189270,893888
56908,944310
955196,788341
674895,194842
609077,99733
70607,39000
298889,402587
995637,475961
103470,112639
555362,196029
971182,895412
906944,769724
706854,849202
823473,688358
856325,395393
605724,895279
526630,544859
160830,467819
31749,356707
45326,947841
618231,363210
966493,723940
367349,571058
163532,140038
80824,815151
258502,816643
578157,675808
163559,654360
314019,702008
793212,439115
450400,474901
443236,88417
600514,992539
964433,169381
852369,691467
272835,946069
730669,85106
795197,387887
636015,879673
973507,965265
471515,906692
518070,795975
393977,376862
974708,480817
200735,525260
842309,252033
770641,862451
604785,951280
540700,20911
897869,759350
722002,761178
538545,490625
378355,646462
391180,56601
315781,861397
83134,896961
765931,893758
139725,201422
168618,185343
21446,756677
103984,284770
607572,694883
955666,481463
650619,62664
690460,214392
606877,505746
72583,705033
533967,650885
730387,355352
330709,440043
443959,367743
377480,200636
297837,812658
886962,933130
858911,499321
491836,993176
960241,731490
854154,584531
357809,813435
278008,995317
165967,642333
168758,290380
718429,672179
223881,236393
39010,449752
734558,795353
54070,661037
752089,415023
945632,639053
614556,708079
510626,826312
576462,970529
103854,683459
667134,430426
27475,717695
495382,406707
427847,987787
729070,552183
606771,969339
842365,929649
128511,748149
951175,743228
753327,779937
294864,279786
186005,964546
851664,363985
796166,43986
495452,366838
64362,249387
979836,289718
106454,843912
877712,797431
865896,371503
776829,715335
667544,629659
500847,174261
817977,980468
489537,818404
415749,736065
604904,420191
705845,553477
763167,989917
388569,205556
340790,42350
157022,553900
467083,42021
174227,986549
825360,759077
606955,336418
368870,445100
414634,225717
948962,321107
591088,940466
925,756969
193363,136036
628344,967111
700757,722461
466974,524750
799804,502463
344313,342709
182691,496251
550074,520807
290477,645801
832170,103901
593716,448586
359989,386616
427126,372318
172629,337660
718482,977603
439691,994131
748852,805436
965700,718562
422589,109110
847706,208234
216377,306881
75915,412839
179429,125164
698411,615723
443913,271000
263836,31717
122594,330907
802009,88890
365371,823731
667685,684005
819452,88175
449099,694885
176179,949864
973317,205295
519531,319448
932156,853624
349951,117863
424276,520567
776074,49005
299593,631013
45750,41079
512058,417381
171795,22235
793521,451630
697915,24208
383603,345712
933594,414395
838927,138216
985351,451507
51622,788266
469825,365229
608662,500509
888571,754289
702642,204023
507176,937451
749107,610697
188353,527202
364265,608549
175142,892127
290623,504529
56047,249422
100246,674818
318864,700059
131444,765878
509466,703545
301457,135933
821407,377433
620991,936489
948920,606909
107398,753979
47390,278170
596112,635681
745180,274775
696699,405224
326057,509857
316420,866580
654819,992932
110490,400066
481551,994921
897411,576047
479993,160651
243613,491068
442157,984538
268888,437946
978708,467620
694883,496694
103444,479193
398891,989499
633827,101530
870028,941915
763952,448356
547329,97078
506146,450619
212530,310683
19987,502118
853442,913655
813037,52554
154948,401100
917526,861790
132714,712559
656059,744791
756892,284076
627445,30595
413714,535478
723627,633199
1648,411119
652765,155528
229729,952725
985594,422918
781123,308428
671623,181367
927137,369425
141971,345483
899222,495037
395046,68842
447689,18234
536763,363565
595162,323126
773131,452452
589453,821215
481551,74770
166157,621662
579095,954788
410953,241325
60233,134371
245478,394938
722229,296084
712630,737255
985591,550905
925960,280526
567073,272794
809409,192366
690588,35785
819276,938155
516529,434509
978281,342072
552408,503024
505597,642238
290529,988655
588694,449446
846595,335923
12195,968692
740016,974936
440322,191669
806045,243951
117191,818760
774068,4243
654761,628457
26616,374677
912140,838479
605626,155335
7799,423028
896419,782257
932906,833855
331620,122656
176152,539903
582070,187069
529863,404849
875692,16543
110064,186567
783340,764956
948166,220123
242657,365989
292794,180736
240394,551042
235883,107818
296941,273842
121834,751679
673640,707792
185522,682982
953416,2736
428786,981863
677152,758718
360212,845905
498169,86965
240499,484345
989352,85961
370593,353916
394273,244503
240620,213054
638678,757205
344078,811249
813163,495356
449478,101750
617679,998972
866477,290637
954664,581574
989494,227831
487039,93499
694375,333709
449242,166501
869053,539765
308217,317867
332421,274070
741301,585783
831266,918928
679002,492381
598954,458782
787537,840066
734070,183737
705377,119333
44353,799033
65354,320497
630139,931838
804548,334383
654189,627985
221619,481380
200848,272293
191558,580277
896113,740829
909736,975928
22365,882960
648644,702109
122595,853137
240938,30773
88708,991125
357220,111560
378771,609621
316462,195076
700083,941920
563844,962689
976216,870072
113115,590920
211455,573814
276706,640645
574685,600937
268404,469690
581662,681805
749782,888167
853588,741702
749635,611366
217110,579367
745531,714024
662850,812523
183666,726441
852229,791438
274869,270781
895058,419874
384910,702272
765633,171163
307404,19060
121118,786782
951135,904640
892115,77667
522511,712078
621996,285261
565254,483326
600522,957689
118171,923306
850758,802945
401327,694096
669378,458359
767096,683800
712089,334468
521000,115455
410561,87483
661057,436457
511974,456570
166531,699020
542818,865266
402379,249385
979185,701342
517117,135223
29092,466501
421902,854357
806175,370087
899774,534620
737883,670790
470097,798021
707456,273502
825362,101703
209501,637736
924795,403168
958581,695115
40717,910703
95685,857022
893816,167592
327408,289076
992084,687485
638430,385870
906927,437115
986934,855045
30001,293446
977456,915385
679663,635274
874203,14354
95668,243789
413261,750813
24001,414203
56894,593616
915963,186171
799320,827393
470625,165041
1975,700807
902549,355051
524303,947490
236696,361837
67962,295539
647772,823745
238381,716811
107299,555089
84670,962416
42369,312201
590593,385389
608027,464832
443389,134479
608455,242683
490741,752069
800231,819107
997328,242545
31559,968293
996681,812286
999887,480545
656712,749256
973738,947057
478397,475178
895890,745620
674513,906912
329293,611158
619375,337744
638319,318482
652719,271389
330309,984594
709568,544229
526701,217714
408113,804168
855846,821663
539832,336479
87079,523357
328789,2422
739228,365125
884657,813311
8518,1709
423904,203652
543700,885453
120069,502194
11123,529153
913119,374312
933901,697235
721406,717377
217482,890216
113573,454479
5961,263854
755870,306354
622271,519822
84764,532533
291093,267623
805356,847208
867081,742535
617704,982720
123209,62030
257679,4844
35716,928664
546281,865123
416294,716838
703623,503176
278728,691878
775469,937477
993515,793109
850826,521447
243521,334890
570879,531990
479924,556140
140253,316854
111655,396314
617922,111121
874368,151301
300455,248447
354680,311561
760409,702465
743013,539573
768498,639089
594934,793907
52897,227171
301816,709204
568330,887452
111227,592024
303413,362791
698306,685844
732422,645893
867345,904062
802422,141477
721425,825123
768248,54074
96419,30044
501548,101226
776641,430809
782094,449972
307989,373050
814338,407299
898053,252630
976814,580676
123809,374567
181954,114800
161974,275886
437405,102533
352876,672427
510897,943615
973647,424111
794106,596045
869818,682609
797856,332746
167850,324198
8580,416931
722189,17342
641972,693448
66308,803910
838685,476486
112755,523421
575994,531931
97678,909003
116459,65606
48901,262109
329936,995368
629033,216780
169783,686895
394384,433322
730390,883276
355931,317909
734127,329359
374035,862973
753793,602303
5719,758759
776236,132393
557974,740252
968898,857926
536581,658059
819144,264241
377947,607024
773722,766931
292490,19549
106532,296195
740188,476089
508712,539159
472906,958581
804823,22416
33563,75363
193637,611485
962491,38509
403885,14443
332792,23559
347802,623880
859482,538316
945489,195456
286349,49866
952844,176946
156942,633717
859644,754091
702878,981704
118991,377102
954389,696170
443049,708266
792591,210120
604820,371394
320227,301118
374143,741346
756833,491727
490933,557892
367897,485516
961200,157942
861630,383230
531567,750078
643364,663652
273021,346303
403055,644718
874011,779676
34512,469154
459906,29470
118721,463834
520136,413084
762346,985684
834132,977862
400048,874968
385966,12245
762618,553373
752394,119852
324709,466567
275287,151322
454100,939593
468321,165496
591071,181279
127503,200279
446807,144439
243071,691494
431339,878237
316477,773962
613117,508286
29989,889752
573721,18263
896071,670872
68734,77555
924323,305439
743877,439646
140635,821052
218679,90109
876587,703861
337435,41092
684260,944372
556650,626357
393271,276971
828444,830622
236642,601021
650389,397475
116219,445439
590248,782005
32641,800157
155780,575066
620687,649992
898725,436513
277989,926282
371311,867253
845340,419184
625325,61925
833146,649543
995014,594793
894416,909461
758001,225270
111507,344268
866622,884871
613459,328352
656946,795349
630768,616870
222814,840244
694156,737268
972206,656907
477751,453404
212076,128250
712926,426542
632564,653247
197805,937320
701824,289143
939977,923516
368914,93177
642985,742449
986342,373320
625484,619451
989953,908961
385358,176154
777273,465370
769008,102836
611261,870731
566071,996202
377493,71702
546330,891885
246070,689562
781576,215998
780979,319762
804562,446159
282767,434988
622906,463678
64925,994395
241690,628134
684385,374187
527742,753184
161295,56666
385070,984765
831700,386944
278552,76126
43007,342321
801770,950696
582024,316472
527552,250474
466130,904273
464491,885056
333121,778220
553652,552190
156486,274231
710956,455845
595988,797381
71880,416446
630239,983477
158250,639720
150934,968560
709210,468214
692451,641270
76893,745611
7457,529626
333865,734745
351293,697246
51215,652046
378620,825351
708837,807072
760716,384625
473283,56253
363484,961048
705273,93184
428542,449727
60145,170320
244179,725872
369766,254504
616587,516680
203850,308598
660896,269476
117855,439388
277830,788556
52243,786742
932742,411409
32626,617449
39402,673180
267736,855459
505127,588875
472694,369331
107154,294706
262902,36984
101297,998159
610665,229934
629070,328665
585463,423814
668996,988523
294795,319792
536205,395477
534533,868472
915547,332677
984530,550560
784319,181297
749460,99857
819278,987404
159080,88745
531539,908172
449250,465950
781030,901816
831864,201649
534324,133966
260400,753159
64699,336331
99667,782803
776891,623637
158554,446534
924150,878942
85992,157394
10586,398225
672708,7552
657676,735382
803695,285122
792588,489750
200335,541631
62673,429036
390728,485427
634741,234268
776011,61483
587245,789295
621234,272153
66843,724813
666435,65169
838746,878023
690681,10869
474980,783353
51087,857453
400238,416216
582967,785633
928011,565588
94955,605329
774975,462600
312869,879856
655268,636284
444096,369586
529517,557888
648941,518966
62463,185091
549431,133420
786814,424852
715618,984432
474107,977149
603880,289743
869686,212811
485703,451107
886356,432002
256304,654592
364541,165474
590411,309672
709386,887821
53791,931306
967829,836858
33713,476383
105701,5982
818771,173398
927702,71512
436701,374447
277995,90923
323120,465980
353257,911658
413657,937304
219764,990900
97131,441251
831214,313422
583087,172189
836763,918818
616672,135364
359500,898876
116799,62242
992591,996674
407064,422167
430641,180645
6081,370454
593911,510695
196132,701804
9139,446962
590906,978988
661838,1758
339068,826318
166739,230024
820263,787363
243536,794789
434620,958703
817414,112539
189728,58909
867234,95608
151635,883085
341679,502345
985463,766875
819860,961037
415607,268877
669275,643878
197804,682543
894019,436664
381838,50009
822967,821917
502122,841417
780523,40806
915278,826304
234281,523548
383534,249592
859693,864181
920046,432020
141837,35182
280495,263936
126045,987877
152983,433774
252782,226910
852238,583060
530839,918326
397835,998952
827833,569221
903462,92162
509840,143499
705873,917199
245128,45648
645528,950430
329858,158790
78687,666123
786921,629395
318052,862975
375389,615043
947650,24841
903489,680367
35436,353536
249830,699943
104891,352737
536879,460354
573207,684564
897402,454664
167990,753064
276165,291604
18330,297393
879368,105566
379356,995914
4325,166835
386180,462871
266275,324177
898553,273945
526614,304763
499968,907276
710441,169971
158422,872294
685684,319221
462715,836990
305862,169006
437710,881524
367633,577258
427960,238668
732639,580224
256648,749911
100714,766847
252961,377913
25513,347025
450005,990990
522438,639977
659654,593348
54966,864019
783091,667169
428744,819652
423684,425164
519665,405137
402281,790960
789576,195222
662589,141853
7522,162751
22301,141972
132938,322322
677324,268831
389458,505125
955266,449701
214484,537608
36951,759725
127087,267643
92713,924779
18792,685119
584932,784439
692457,825596
837427,185822
304520,418701
765182,762680
551616,691649
639227,263920
136086,797043
190250,826995
540673,617425
722858,849795
167102,829687
438359,155967
399489,50598
733589,792433
980154,141605
676512,946724
700731,739403
343249,780218
358333,895299
664880,31531
268244,25438
636064,409712
444618,894395
270063,858028
400072,14312
244370,440397
948811,778339
684045,759233
855939,224205
397207,211588
873207,857674
26825,927475
58704,12217
98367,206661
517436,661262
682151,821256
350480,799733
133760,262913
27855,749560
47888,666290
524787,829480
686483,880702
182981,872894
684536,248232
386863,742380
158216,652428
919422,690874
323037,493323
688743,205402
988835,457998
66777,814033
575860,938135
10266,529901
260142,207456
116299,516523
388922,780480
391824,380904
846423,92570
512069,578326
26194,791827
628144,340004
255921,419954
660047,410549
607665,823021
97279,103650
604604,778510
930910,377603
10973,195703
107706,642451
782124,396009
33272,645124
1830,203389
97462,777068
299070,261850
166263,992339
561546,154555
276154,675625
221633,510546
250431,138785
114235,603005
122222,93361
213564,242417
424853,277646
28940,945371
860887,616495
668985,478433
