S_i,A_i
955093,202866
599610,618095
473005,239228
549919,395510
31478,648944
160820,329571
548068,94584
594901,998328
142761,582656
784637,984510
329547,409832
447983,577519
721708,771933
606023,533958
769750,336497
301349,675627
469547,450296
647921,54576
603248,387881
22430,400454
973627,849233
912208,900233
840749,824534
92549,924185
188766,157491
38333,75134
694509,105391
817734,427324
806680,844829
896737,180054
63576,559577
625389,993627
727405,695471
977905,954428
717273,904903
216408,815579
317483,999488
940422,931721
539893,576417
933630,273080
544693,539125
686107,189522
471120,321038
512429,14258
168764,77482
981273,393946
400304,393274
998604,215818
226267,988717
313502,278890
214763,826138
776541,86400
718717,426125
144289,441130
650781,386037
300963,324468
619915,70850
623813,525826
526889,175650
260988,675738
13823,812942
922627,431275
381107,586077
607530,455060
956613,948324
203843,105017
527799,821976
8211,113118
440130,666589
529675,836658
859240,7375
272997,36157
36058,77671
812129,555460
556047,423804
129355,707976
440834,239980
509589,704988
833634,237423
986941,682975
663078,881721
381422,464312
972887,317018
590026,590307
803330,51649
788489,359152
947939,904079
803965,447361
819664,943495
996987,456427
203705,33150
871406,797990
671864,905657
602193,882172
787191,334560
630595,926542
540449,593326
527370,150160
260791,544266
392411,522919
463878,319727
407513,580703
809836,642911
734799,696636
193687,380313
799485,466355
920076,969336
958744,563868
640650,362696
674620,228513
199368,643125
716230,413917
222116,112940
894762,901770
404355,719851
705828,113315
351056,99441
229472,966713
168094,835071
410920,599647
907268,33042
974573,250295
452471,338188
192539,321031
425033,423781
728295,544019
678964,709403
539942,348597
273710,743458
799351,389863
250262,310269
84628,349178
651156,246931
557782,261016
778708,53159
835019,274025
141279,248413
327444,516700
670302,671321
482805,699038
777977,552830
730067,109592
99432,46031
50239,189340
711562,607829
415377,392414
143415,503444
134025,134059
405394,500703
65678,496055
769398,232646
352081,677534
958109,121071
20930,366196
910034,647132
28627,151649
476023,299762
569395,702455
259118,412591
468338,357007
110869,680186
218175,971919
575404,430546
261399,577745
237807,772038
614226,397096
379879,936741
751758,176901
24741,419632
445190,909162
295959,691729
578416,166027
383647,509403
114963,730615
439782,603109
554838,499243
398318,136721
829962,302340
549260,412882
347973,809509
544873,700687
996561,573025
710363,237231
118844,499792
697376,739284
275962,866950
389992,460694
460821,217468
976831,821178
284488,188434
71719,91430
358835,884890
53389,857721
797709,573915
601887,755886
563002,31952
828972,994453
518112,334176
968970,329740
737952,866916
774266,798879
576217,596797
769682,602246
320108,41381
64012,828115
724458,202687
505104,383455
94395,730624
667901,812937
840459,264017
458117,399473
726460,372819
495600,938435
159366,213885
215308,105505
838932,69408
557470,711361
174430,154544
701515,254112
977228,188363
427706,283274
670563,97916
622497,114218
38836,28772
42163,748469
113741,146444
101709,391128
616184,291912
494399,438828
892375,31711
753744,749371
766686,351679
607205,43869
815552,699432
107045,238951
37266,897295
573897,595269
180765,177786
800566,159503
335111,127851
374443,174266
826436,824494
97948,983477
841483,792621
339529,845921
74013,66855
424867,36726
491392,828126
573670,140021
560597,960914
280026,425726
889695,711711
625112,521392
121232,179045
397890,211608
310613,121964
716497,279343
13784,265798
561666,988704
718528,127215
14791,333401
357758,733958
507710,537223
483896,896053
656973,27220
175588,401691
732578,811505
221701,656223
323895,147050
285722,97841
50672,576143
748645,281630
434426,234119
965990,383398
932067,995704
918712,965541
629871,355549
797576,563144
959606,290773
316154,221982
750990,604679
230180,244010
348825,587149
66681,226697
76977,809949
115552,4759
376111,938207
396832,536274
878705,704246
575689,247794
704695,862907
755111,702859
749902,130229
145632,941524
569031,684184
115944,293901
355695,427406
600001,594757
232706,248773
659123,578186
569828,375759
935771,433957
599929,924171
686369,410670
787674,990475
502569,229017
532606,758385
291785,242862
245925,917517
359107,802119
323512,887451
630709,180160
505454,881240
998933,202407
629815,432844
549476,18610
595519,530993
431359,582829
30491,148326
899313,453515
581104,159302
818321,264272
247673,431683
506056,949960
750281,348467
598624,591415
299463,888262
643587,898900
491796,282656
542378,434813
108778,583603
370144,69946
746133,999819
882695,379194
212266,948446
943376,123256
980153,598296
221621,39970
104,34743
304159,486953
698250,517814
511247,492273
632289,401924
169237,587003
511209,59344
797177,866525
121002,712119
110163,872098
92879,774148
493295,339951
602006,999523
951401,675185
682288,761754
854801,302010
406952,635092
535722,493361
998243,639659
136183,953171
228129,575746
859988,653979
792835,210550
44492,433319
436842,396768
518905,205032
49699,825578
698637,903707
441414,410498
673013,490732
414691,18114
840186,826619
67037,134177
306496,946394
3651,180531
77912,673435
403930,841039
8333,77991
42405,420634
615601,359793
889623,567132
847127,983970
156628,875986
281260,134134
285403,74158
618565,585945
210735,498695
832212,241323
430749,782095
27981,759658
665279,484966
677895,87480
407921,310290
119551,943475
974823,855923
581512,22593
578231,719727
118904,530682
548170,233207
546509,623571
596146,264952
882517,687646
893823,240752
159324,439305
494435,526172
500266,802282
615249,825057
250923,527546
299366,774465
213611,162362
436090,335513
101305,433149
154998,130179
330794,862544
117853,297412
896910,635954
268744,165280
587126,486112
277499,589388
911230,880088
43265,823511
805192,393186
415029,163440
709386,57823
503615,68169
262799,906049
562629,779469
894316,354296
519310,830497
426598,224033
935329,331676
690189,393893
459297,348654
422865,200444
579114,526673
751550,566884
174981,36185
73079,895664
226923,939939
211916,814000
326061,292831
257716,995969
132750,299905
276242,240739
568028,398322
746642,453445
284564,622240
787351,28197
788702,947055
706671,763274
58614,662919
832431,338489
589266,8388
574729,771337
612712,227575
387039,949599
477777,578029
808807,910605
835705,342623
857513,172206
28702,388298
146566,968212
465838,505263
629515,335032
910717,582873
206470,768506
823091,689636
177108,436545
362852,434164
123745,774082
866317,363738
77500,393308
789259,657061
800226,106315
785024,616116
204559,988751
924294,623670
544003,347386
302928,186435
652721,640450
241351,896976
706950,743972
944302,677423
463556,470494
775913,546549
84266,127971
966941,795819
111823,312570
293792,183354
744731,836438
69248,691350
332803,651094
50010,787162
694657,927072
197523,906950
428820,511556
777051,211335
468929,915087
532938,360862
931515,475126
201404,514426
464550,37602
731615,135784
879786,651264
694904,872896
287437,160069
582016,21373
318219,869777
647858,74154
587773,993111
913768,921612
324001,291550
360070,840985
968896,716402
975500,689063
782399,746800
970918,959780
683184,885528
769437,165157
530852,817108
230370,216149
837320,92631
978620,489165
830047,365323
354376,247261
616973,635466
87412,19402
629853,87532
487143,518027
804818,970676
867345,135649
620879,822914
116988,855086
647120,201625
35983,268776
566638,553934
158425,577645
415685,497435
441790,698068
884961,153817
325414,854966
105793,207019
639894,690407
749980,33329
876173,339813
127992,343439
978661,248199
325989,289784
528431,263022
79923,983986
944416,66290
974888,895834
141239,603123
440474,715512
332853,155814
975505,361736
725693,725168
721787,530610
897859,843814
517903,984310
219963,264457
940227,927874
882831,128740
429787,527459
503270,543463
333481,28617
315597,216956
760650,85372
672696,127669
632420,635983
786769,403961
82154,363953
528127,419713
524753,332317
272917,693302
669833,770283
195005,110601
492456,950413
616251,842977
427024,262452
314325,532824
336918,159818
534747,323177
130142,923134
205122,629554
430991,871735
447535,813219
376077,253528
681026,952568
605261,473034
561677,39646
119659,250756
357491,993088
395600,986942
658370,183926
298968,607192
783171,985046
976548,196093
58975,396772
74484,732758
794895,7653
988177,64966
228026,476994
366463,369712
41553,236299
366844,333658
608685,917806
846059,699173
94965,466969
355157,284203
394667,703885
859865,698433
297519,173950
881944,404322
202820,937079
622827,142673
752,812055
594573,345189
580404,485838
542059,922460
868229,457200
238535,688049
524839,788510
941998,56289
881496,753633
271206,832221
41195,762300
966632,175830
352284,170292
296333,876496
635661,406799
985311,715039
132779,806836
900330,658015
196211,954535
329706,287168
50219,579557
684813,737017
659740,137482
566288,22836
705416,890711
710816,711154
992293,634808
4972,101373
980394,753199
685699,371774
398208,393401
537820,681822
955452,876278
173139,405965
833314,343760
943537,527454
800088,137310
497190,753615
113949,914084
863388,520330
644894,441188
200374,382421
373838,31858
306384,662026
206384,507095
274979,761600
920186,67836
42652,188310
966622,484737
662518,217882
856974,595684
925110,12179
192030,100034
766708,876577
348146,764452
465132,746377
838407,262564
790005,997615
539267,773683
660205,521448
569999,263391
838353,688108
113119,63821
40817,100231
241335,509378
975130,956446
800615,237688
288459,661540
499593,902793
761755,947084
616574,386454
194070,302986
785273,999506
414951,820436
510360,15232
460368,893341
783656,531002
33105,51904
88234,339489
324926,80284
776900,342378
633495,949366
982528,943868
725683,2371
42266,436013
857227,580880
732375,210505
729310,789352
338602,177673
562080,905628
683351,332610
510249,411467
226573,864428
540015,460493
877317,118913
502661,304140
602506,939543
615885,822095
815017,957769
126096,173439
887623,371756
455972,732532
661126,971451
447286,271228
96042,43678
181056,597641
960643,948061
238204,167303
566244,248674
223121,730624
605719,590707
65002,879558
153722,972689
773928,686193
563969,901515
946655,547249
512724,979404
68594,833216
606672,766020
495567,798178
817848,415535
202030,655026
894014,107488
810290,932736
909767,858626
794302,281811
798323,933027
833025,454448
771163,135111
22947,877372
166975,900184
693909,864729
182149,669687
776439,912862
105187,545761
707758,103902
731522,683746
325883,41763
206208,892278
261958,209878
795658,123190
416077,463475
863918,671159
435760,512693
816989,695741
95977,507516
554075,454002
359314,963111
36981,84376
349150,732349
985298,929534
537666,912193
192861,116378
877935,898332
476568,567471
770807,352495
698162,420823
847623,335646
754447,640065
434606,869329
218776,100766
574882,261104
433879,931277
738436,16620
433607,438613
992300,583683
52138,373555
896899,543468
870849,791180
387773,277770
174769,887011
850123,850402
681174,976762
993913,586842
508317,24592
243667,509613
326220,254391
777726,463475
40425,374077
149485,79989
928200,136074
299367,653720
421517,919250
95830,366780
974928,341178
223431,612748
481794,796501
191913,929697
692094,795600
966093,317770
592357,199183
596424,401077
538283,392719
988643,573484
220933,987453
719948,309417
139942,212087
113208,177460
945034,807048
1802,731114
426776,218720
571058,659435
449351,978400
141097,432879
361713,223521
453666,649570
256620,579370
928328,53779
377015,519318
485691,822429
911017,553649
986491,706360
576741,927342
479668,502256
898085,602564
557643,13143
577156,944162
266661,665621
578266,67353
24367,232152
394347,528339
74402,289033
730936,968088
344194,529905
832095,43602
146529,535433
474592,728256
662972,819166
398282,442765
138607,308226
784944,884679
934371,186753
251426,37419
4421,710687
276374,320988
864234,135653
460592,896678
552723,840100
397161,138724
112374,949033
492203,472099
467960,49457
669292,59795
759519,958066
871475,935477
983458,459027
54178,34442
865858,671522
279479,870565
623957,687947
932611,366929
938504,103094
296923,532401
159097,79238
179141,607784
115282,900189
995410,530944
471716,203188
480349,198687
14036,653962
488255,329704
79282,62590
59677,810234
692600,789375
180652,811702
406675,857989
94881,640854
229376,662680
330775,32105
90129,976744
949630,748434
756021,297756
165859,808131
602039,99459
211090,668634
135280,330907
22099,592081
876989,148005
398215,157816
725115,772623
862270,738443
531043,471206
957691,834992
477702,507746
496668,605473
223317,940694
491206,483918
395731,891152
672161,313611
921681,344239
961194,216897
674425,440122
484297,728181
443938,995630
834980,96945
258470,35201
373639,502697
59203,82921
939385,153677
273221,931256
193991,806899
233774,489409
376864,181889
254033,429334
197641,483614
200417,995588
230643,161277
28061,269519
837369,956180
652065,67324
137051,377499
169248,648019
806770,667918
11052,500392
77959,691200
493608,602405
533914,194248
562210,869829
596547,374027
433427,452029
397178,332854
326905,435033
143961,243173
353671,648947
621812,216458
271702,396688
153273,858151
400704,900052
695474,666517
756167,471252
677182,890445
328571,204990
321099,450443
881002,816311
122464,492837
766185,304424
517402,61848
910419,665868
335086,760257
851448,682133
869414,263043
246865,242267
711978,954253
485299,494121
698929,4265
694586,828928
477270,160764
257132,857940
714363,65805
600507,467556
949116,964705
223275,779902
826783,307395
700071,942767
639006,73748
593632,2079
27714,321507
707606,984198
436990,304589
17640,422560
968615,397917
259745,212399
659766,532112
448067,428316
392509,865173
534110,211475
869150,403054
802398,659786
711733,184604
919354,884473
948301,800288
770367,208341
266220,593303
861695,441115
927727,101428
234936,435443
629412,786232
31560,88719
276513,91361
185801,611072
860449,671562
648579,33283
687306,573684
97014,387650
299976,708512
30743,833131
790093,877633
166796,804674
169707,169005
179448,708469
198753,693776
488472,717260
947356,221660
294123,337821
74537,294429
189455,239632
769402,403816
18742,132671
37246,234878
529122,884935
487077,958262
810517,284562
163196,401984
638189,59189
973599,815771
881319,545961
769558,165608
479699,704975
661471,887093
280737,116134
600180,319667
481483,809049
459191,668920
759778,171959
436187,716130
712142,547291
132500,556152
710475,889983
203437,618272
993774,414015
313585,349432
433150,860588
501401,42285
519457,557909
429307,606623
13784,779236
717458,646305
128116,701171
898079,524505
267671,164504
304854,689322
423913,535212
140275,86366
808124,660823
230240,942097
166440,506092
398747,920537
466269,984559
297118,66801
940489,418816
180924,865658
572059,455282
290382,877201
775754,988360
314050,245889
242787,621962
150006,204536
184581,108690
347564,522629
7029,604105
748653,768742
649608,54952
300994,587332
650599,8194
461206,410846
200777,644595
97981,753152
670083,882494
892746,15148
135908,705429
435976,92010
169708,143552
146349,220474
900439,726322
522500,709763
79346,175125
480557,327854
998945,504927
537411,684436
693459,701374
138546,419115
313153,410376
370194,78686
799393,261323
510241,318670
622412,914392
625468,891888
27680,829225
251771,316582
950794,641459
912189,697477
591350,482401
81896,822499
1128,734698
145717,141367
665803,864024
925491,54158
435846,451794
755377,801342
915628,986155
675089,115240
516556,112950
2044,824500
604642,247369
458921,295622
816289,935912
299354,623510
535845,480877
371709,841919
893935,522521
969691,828493
394716,157207
21325,743749
376939,524452
926517,209404
151683,458793
838665,986583
135171,55611
999157,166425
895092,192223
991570,793938
29867,15484
445091,464290
370092,807077
811144,21902
71191,117244
62467,674113
102851,117463
534080,143079
19765,597356
337844,747274
878227,436739
705124,773376
878344,125022
52198,383339
526603,764398
790021,857396
570317,283798
992951,369455
87189,4015
360104,501037
55477,118852
724567,623949
513834,884949
814698,86350
336959,389337
508119,247123
935229,515722
123269,391113
91429,731091
589267,677253
619432,440667
333220,421314
862356,702960
146298,232164
234812,369162
836222,130246
172242,999145
707658,314980
868701,537546
902743,419202
168376,830551
649442,838641
530885,565293
480635,988639
590426,796465
862183,836712
685582,461515
818095,190112
56501,108724
250819,854923
922580,499868
789940,668530
491351,243574
238147,324308
311290,764628
80188,314785
279565,748414
187131,506853
637988,945128
684702,848032
694700,561144
433534,857015
57540,19204
936411,756129
236635,627430
270466,596244
806332,818304
771307,682180
260064,974117
28153,505761
428031,955773
154099,82992
971683,557320
915662,142791
264825,741191
650312,830568
744711,32907
26159,61527
697328,269148
315138,484420
810814,648321
773247,55518
650865,659999
351857,692243
599024,118787
829290,598940
330283,121154
668192,924927
280009,215416
431987,960817
949466,214081
138864,254400
200113,722703
432028,488256
120124,808852
399253,901381
483576,942473
33059,808452
86182,228405
557945,46204
888095,284992
964537,641858
619491,358989
92483,450916
87539,981283
595054,588084
191537,427300
520288,586432
783980,791474
424260,863150
148424,160688
47853,817548
605311,915172
86498,218481
721579,407996
591919,881240
698985,273839
73371,464993
504437,732901
697089,383031
713694,637440
57888,619231
397991,341655
610489,475975
313808,310854
454492,842634
660368,139820
109953,53591
46367,433250
778334,813014
560269,453768
424855,114055
916182,808707
34457,384888
510376,440585
78755,403198
40701,142277
943286,815968
440960,525927
841099,637467
529882,566951
485394,791430
328652,235841
622588,162988
519273,284869
368752,891881
674627,482126
895677,555133
875929,473307
931234,233649
125901,216076
555723,769082
717192,225002
823027,240607
380625,187968
264275,59711
396727,193095
899180,253627
771989,462649
964175,385715
376889,38512
96735,522536
163985,721078
455382,254684
495842,624490
902526,266458
437471,458790
825240,48642
480855,212969
225860,435667
802123,368176
718204,201436
453884,387732
903639,291835
225784,143396
38598,798802
167588,423978
407496,462565
961526,338044
819579,542916
947278,564197
980372,294698
826054,987407
541429,976251
541254,428496
437009,579985
520629,600468
924070,369514
921529,697782
998148,297812
427165,345287
886414,253482
122584,87129
906426,874485
546315,16256
744693,220910
154075,64696
516018,240171
318203,311121
128925,350818
978766,977704
425685,163908
586756,252601
291110,813056
24451,192471
216199,829372
793058,997524
149510,892248
166146,365777
195089,400737
832771,257945
439571,297115
50106,254478
459514,825329
883543,838815
800084,445955
614308,903830
3229,356268
434131,167202
321131,645865
772530,229769
863468,837594
977188,786553
931851,963113
673985,193261
965402,875560
346661,811089
998219,838651
755938,591773
82521,215339
515209,34417
774047,320991
506142,258815
406360,73737
709625,856592
685934,733447
63504,116070
512298,309689
339868,955378
178297,240090
794987,936059
803333,886051
250267,305607
917751,708592
111442,792771
885150,35100
307373,744702
314845,540941
247617,208536
260340,942089
693822,120593
501670,716285
732872,597669
589320,113676
61011,437366
416893,112382
856851,469087
647341,121361
220145,511070
858077,18130
423058,53708
525368,967888
4806,154578
658513,18859
888869,377073
912710,222250
53630,879099
172656,686560
655504,384581
790479,880750
571632,759593
66716,352923
926713,123980
952744,185089
772578,260132
32074,7615
349454,885095
674948,891010
216881,765345
341254,718709
18134,890496
447305,569466
771493,233168
917207,381757
377648,566204
681325,837225
904193,576683
266002,235584
609558,313990
845163,987007
700384,823872
247236,227696
5915,616322
615668,296494
224514,165775
468321,193573
547798,692918
745977,492739
879828,437912
884227,987678
369280,35102
957393,449137
966827,196632
517347,256702
837866,476066
481507,852493
290792,103912
837187,845713
627709,154452
969883,89247
492174,991018
931385,438712
217790,973594
105867,745432
393593,745436
586332,854990
852273,959247
749568,731086
142161,227536
664354,437585
108963,974304
85366,346261
119615,633533
295292,397909
64085,960243
89231,386133
160912,92806
112023,334459
743861,931532
570391,233847
332569,592659
242121,809156
196182,163247
14571,710617
609105,423575
255472,537872
616934,911461
316091,805447
93958,57662
53898,824602
875282,415100
737862,432648
216491,76862
359937,245923
970278,270601
146468,785010
60753,202163
932682,373942
620480,700268
414493,628920
495479,225837
483556,892609
474146,614397
781791,68275
219846,645397
545618,61671
584573,669577
930216,984752
607612,296734
108437,357139
515820,170750
900570,410037
223539,402634
252008,184742
700388,762638
399822,224414
883327,58502
839205,906171
304824,454554
329098,228000
117400,368299
213135,524260
545848,77943
394044,410614
724634,8090
263377,775262
437444,268404
968682,337923
702776,611523
256620,477785
210389,254170
190675,36614
327031,332808
101119,461631
969066,47155
145976,645409
311086,407936
881157,339603
307032,508200
178224,121700
604967,596097
367974,145269
886760,69232
761486,725915
296767,497594
964298,583603
318843,910511
967499,188034
25952,639977
857223,710788
975237,103537
511117,771854
504123,895020
913443,99843
202433,575515
965234,597701
895688,971487
184081,48813
406241,517116
776184,463812
74596,861304
429532,351699
532511,401236
854794,736709
594113,44856
706211,265117
111204,515963
853814,822554
924998,260506
59604,252344
400283,928322
84947,560718
217246,113753
2118,946888
186048,663580
941223,12868
115919,291354
99438,270777
440157,246192
716161,316091
582842,912074
700165,280702
282392,974300
137500,866350
268628,525372
744630,64015
637120,443093
380447,875781
798112,759307
807922,142045
426913,426960
77682,134964
283664,311119
932042,374667
323726,458341
703290,574272
235512,826370
609001,27301
417080,240815
847965,335935
688168,287070
673624,389044
841426,95223
745077,364480
527134,459359
220373,564905
296200,691877
462660,622453
921612,704618
257107,262114
207410,225304
248864,129767
540913,678801
468729,364061
432593,74804
279357,582474
233824,16939
624045,977203
702730,374090
56993,248538
998564,746294
832004,360579
662184,500905
914345,689792
498910,193647
486919,701310
454670,472177
590376,262898
105529,917187
453245,512211
165828,238467
542005,247578
768064,439806
923301,401250
997871,910644
18484,892980
771033,821164
190193,893295
800174,966399
890718,804687
982167,474401
91628,894718
926942,14048
499838,529955
392007,259355
919681,835270
836591,607045
99413,545885
421770,467346
749186,780252
767060,243199
85435,64917
271585,70404
480982,71013
770178,610678
625608,992303
961611,151230
987358,645033
308516,729847
589733,783393
157829,555653
205758,403598
674257,13749
5416,29562
680716,970317
325479,847807
486509,631037
365002,113540
914242,681196
76982,519096
189152,871149
33555,62734
691618,865238
237174,28414
527932,779343
189114,374969
872703,405287
552791,947473
937425,585410
258257,858597
307598,256219
580762,393724
44917,316725
578984,594882
641595,360282
349490,60319
434264,961055
349751,37813
971751,624573
510369,423241
144010,391392
170337,926544
295902,486727
673465,619001
273892,843167
671390,769261
936365,341683
301464,516075
516305,695613
709061,936369
73809,665155
96415,825989
579895,728058
197865,434276
53039,345520
302407,988581
68336,509719
865215,934601
604476,231688
402451,939202
841962,171802
182491,190889
361570,744969
937150,51453
665452,282661
546318,22167
640148,95653
471112,180921
773374,747863
60451,669686
167297,189976
726977,901547
902174,887374
117415,326362
423398,331571
701234,91818
194844,767236
216341,762269
662406,299799
778305,470139
339555,998181
544002,342562
396886,753841
212138,575359
10580,652604
239577,629741
295375,952344
77236,242667
501037,275710
693662,482009
300155,857709
361976,837986
340728,278418
822091,840673
543616,525925
282226,246927
408947,5130
368594,585271
332641,486672
428134,514627
607494,701012
839246,809018
610800,51683
728716,853156
964397,424995
859250,409842
226127,187224
505344,227249
883111,911119
554740,591167
433144,485649
964298,200091
596658,13888
886448,818170
304980,899672
984714,184028
123718,32925
449872,44984
794596,832195
911572,963672
212275,323457
664602,817563
503438,217627
641593,852459
788785,914752
897946,442527
2457,62320
804004,165415
280249,91872
342496,775632
734440,142231
335271,338712
185272,745124
623923,804157
674076,683570
422197,202309
340929,215812
277203,327977
314204,232751
71440,458918
314371,582047
871179,195861
3212,745611
654994,784654
399803,916355
332396,335888
843574,612224
441343,571466
427100,810992
889329,830099
529000,634362
209305,855561
576093,465319
925345,177272
207742,468869
833270,154190
142525,973204
92941,981766
599029,465979
321758,25401
362286,69375
424084,577040
718323,613949
573217,231346
864119,518505
798469,704793
344097,695181
375237,559916
115667,100728
932730,581720
777677,623546
827887,24672
769839,245766
644130,165267
390214,215526
16637,873668
909455,880683
536903,173321
508588,504752
756320,705547
319774,36231
904504,709802
681718,845679
105254,746000
472689,438438
338224,241791
24778,479662
311712,236758
683237,341721
70866,963589
117189,995784
166246,438211
299627,986489
786373,655987
408391,621212
570328,347970
463736,310514
133754,421974
385502,492858
930985,637699
652695,451306
385418,131301
965653,475348
709779,96829
979561,204550
940073,189891
213057,384023
40773,693084
116926,167397
952787,318638
342000,309490
951011,175685
216297,237989
131331,187342
852548,885227
400764,1506
155018,805308
261370,471204
559946,674994
720775,287087
918089,403464
121954,48346
555960,262563
421776,147453
309117,808124
770069,771255
879796,591011
827861,902308
89647,419957
607900,944910
428160,508137
75504,193823
159490,884248
68102,793496
442894,473534
215490,921043
83011,134879
711506,137962
224164,595349
708413,631774
103467,123106
801309,612706
886067,655809
966858,551524
846486,909543
931086,259717
901941,782791
347173,443771
664282,555676
978655,516930
646755,915589
57325,400969
750872,281655
233994,716628
78428,156281
325113,566821
181870,505086
425800,272841
495948,243933
776565,412250
765635,558445
246439,707451
729261,584622
916847,915531
69242,266691
596077,668313
286362,309273
756361,1280
680018,821209
326278,620075
272140,636957
685095,350161
147956,899414
200247,979022
103435,510545
895835,921934
138478,683096
300973,989273
938564,650056
178687,197283
257197,293305
166263,92183
933712,28991
650242,23679
159381,60734
850905,639403
917028,923273
456659,828170
927307,609368
480595,381033
782520,134342
492575,690206
607741,543133
236893,224895
348672,345363
271904,507424
735827,68881
83775,502260
610648,134040
431267,968783
983081,831219
933612,810461
387451,941607
294320,45430
436646,421650
64420,768249
80538,28458
734129,222269
364851,64144
327655,123629
877897,393947
230784,362546
543059,61465
159353,976973
630072,387464
542198,117179
578613,49686
166815,881900
810370,72114
590746,374351
130142,947521
